"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","t_centrarchi","t_lynn","t_maritimum","t_mesophilum","t_ovolyticum","t_rebecca","t_soleae","t_sp47","Inference"
"group_7662","ybdG","Miniconductance mechanosensitive channel YbdG","1","1","1","132","5391","150","2711","","1250","1250","1250","","","","","","","NBFCBFAJ_00110","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAT4"
"group_7663","gsiD","Glutathione transport system permease protein GsiD","1","1","1","132","5392","150","2710","","1082","1082","1082","","","","","","","NBFCBFAJ_00111","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P75799"
"group_7664","","hypothetical protein","1","1","1","132","5393","150","2717","","443","443","443","","","","","","","NBFCBFAJ_00112","","ab initio prediction:Prodigal:2.6"
"group_7665","nucA","Nuclease","1","1","1","132","5394","150","2718","","800","800","800","","","","","","","NBFCBFAJ_00113","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P38446"
"group_7666","","hypothetical protein","1","1","1","132","5360","150","2685","","1100","1100","1100","","","","","","","NBFCBFAJ_00116","","ab initio prediction:Prodigal:2.6"
"group_7667","","hypothetical protein","1","1","1","132","5359","150","2686","","1919","1919","1919","","","","","","","NBFCBFAJ_00117","","ab initio prediction:Prodigal:2.6"
"group_7668","","hypothetical protein","1","1","1","132","5358","150","2687","","2012","2012","2012","","","","","","","NBFCBFAJ_00118","","ab initio prediction:Prodigal:2.6"
"lrp","","Leucine-responsive regulatory protein","1","1","1","132","5357","150","2688","","458","458","458","","","","","","","NBFCBFAJ_00119","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0ACJ0"
"mgl","","L-methionine gamma-lyase","1","1","1","132","5356","150","2689","","1199","1199","1199","","","","","","","NBFCBFAJ_00120","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8L0X4"
"group_7671","","hypothetical protein","1","1","1","132","5355","150","2690","","638","638","638","","","","","","","NBFCBFAJ_00121","","ab initio prediction:Prodigal:2.6"
"group_7672","","hypothetical protein","1","1","1","132","5354","150","2691","","917","917","917","","","","","","","NBFCBFAJ_00122","","ab initio prediction:Prodigal:2.6"
"group_7673","","hypothetical protein","1","1","1","132","5353","150","2692","","11771","11771","11771","","","","","","","NBFCBFAJ_00123","","ab initio prediction:Prodigal:2.6"
"mleN","","Malate-2H(+)/Na(+)-lactate antiporter","1","1","1","132","5352","150","2693","","1529","1529","1529","","","","","","","NBFCBFAJ_00124","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54571"
"group_7675","","hypothetical protein","1","1","1","132","5351","150","2694","","452","452","452","","","","","","","NBFCBFAJ_00125","","ab initio prediction:Prodigal:2.6"
"group_7676","","hypothetical protein","1","1","1","132","5350","150","2695","","260","260","260","","","","","","","NBFCBFAJ_00126","","ab initio prediction:Prodigal:2.6"
"group_7677","","hypothetical protein","1","1","1","132","5349","150","2696","","1958","1958","1958","","","","","","","NBFCBFAJ_00127","","ab initio prediction:Prodigal:2.6"
"group_7678","rnhB","Ribonuclease HII","1","1","1","132","5348","150","2697","","599","599","599","","","","","","","NBFCBFAJ_00128","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O31744"
"group_7679","","hypothetical protein","1","1","1","132","5343","150","2701","","590","590","590","","","","","","","NBFCBFAJ_00130","","ab initio prediction:Prodigal:2.6"
"group_7680","","hypothetical protein","1","1","1","132","5342","150","2700","","503","503","503","","","","","","","NBFCBFAJ_00131","","ab initio prediction:Prodigal:2.6"
"group_7681","rimM","Ribosome maturation factor RimM","1","1","1","132","5341","150","2699","","533","533","533","","","","","","","NBFCBFAJ_00132","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P66656"
"group_7682","rpsP","30S ribosomal protein S16","1","1","1","132","5340","150","2698","","509","509","509","","","","","","","NBFCBFAJ_00133","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P21474"
"group_7683","","hypothetical protein","1","1","1","132","5363","150","3841","","356","356","356","","","","","","","NBFCBFAJ_00136","","ab initio prediction:Prodigal:2.6"
"group_7684","","hypothetical protein","1","1","1","132","3061","150","3879","","638","638","638","","","","","","","NBFCBFAJ_00137","","ab initio prediction:Prodigal:2.6"
"group_7685","yxlF_1","putative ABC transporter ATP-binding protein YxlF","1","1","1","132","3062","150","3880","","893","893","893","","","","","","","NBFCBFAJ_00138","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P94374"
"group_7686","dfrA","Dihydrofolate reductase","1","1","1","132","3063","150","3881","","485","485","485","","","","","","","NBFCBFAJ_00139","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P11045"
"group_7687","","hypothetical protein","1","1","1","132","3064","150","3882","","185","185","185","","","","","","","NBFCBFAJ_00140","","ab initio prediction:Prodigal:2.6"
"group_7688","","hypothetical protein","1","1","1","132","3029","150","3888","","608","608","608","","","","","","","NBFCBFAJ_00143","","ab initio prediction:Prodigal:2.6"
"group_7689","susC_2","TonB-dependent receptor SusC","1","1","1","132","3028","150","3891","","2504","2504","2504","","","","","","","NBFCBFAJ_00147","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8A1G1"
"group_7690","hppA1","Putative K(+)-stimulated pyrophosphate-energized sodium pump","1","1","1","132","2995","150","3798","","2372","2372","2372","","","","","","","NBFCBFAJ_00149","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q2RIS7"
"group_7691","pabB","Aminodeoxychorismate synthase component 1","1","1","1","132","2996","150","3799","","1310","1310","1310","","","","","","","NBFCBFAJ_00150","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P05041"
"group_7692","","hypothetical protein","1","1","1","132","2997","150","3800","","233","233","233","","","","","","","NBFCBFAJ_00151","","ab initio prediction:Prodigal:2.6"
"group_7693","","Monoacylglycerol lipase","1","1","1","132","2998","150","3801","","821","821","821","","","","","","","NBFCBFAJ_00152","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A0QNZ7"
"group_7694","tilS","tRNA(Ile)-lysidine synthase","1","1","1","132","2999","150","3802","","1334","1334","1334","","","","","","","NBFCBFAJ_00153","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37563"
"group_7695","dsbD_2","Thiol:disulfide interchange protein DsbD","1","1","1","132","3000","150","3803","","1964","1964","1964","","","","","","","NBFCBFAJ_00154","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9JYM0"
"group_7696","comM","Competence protein ComM","1","1","1","132","3001","150","3804","","1538","1538","1538","","","","","","","NBFCBFAJ_00155","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P45049"
"group_7697","tlpA_1","Thiol:disulfide interchange protein TlpA","1","1","1","132","3002","150","3805","","1007","1007","1007","","","","","","","NBFCBFAJ_00156","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P43221"
"group_7698","","hypothetical protein","1","1","1","132","3003","150","3806","","182","182","182","","","","","","","NBFCBFAJ_00157","","ab initio prediction:Prodigal:2.6"
"group_7699","","hypothetical protein","1","1","1","132","3015","150","4054","","626","626","626","","","","","","","NBFCBFAJ_00159","","ab initio prediction:Prodigal:2.6"
"group_77","traD","Coupling protein TraD","1","1","1","132","2029","150","845","","1670","1670","1670","","","","","","IFMAJOOC_02759","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P09130"
"group_7700","","hypothetical protein","1","1","1","132","3014","150","4055","","260","260","260","","","","","","","NBFCBFAJ_00160","","ab initio prediction:Prodigal:2.6"
"group_7701","pnuC","Nicotinamide riboside transporter PnuC","1","1","1","132","3013","150","4056","","635","635","635","","","","","","","NBFCBFAJ_00161","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P24520"
"group_7702","nadR","Trifunctional NAD biosynthesis/regulator protein NadR","1","1","1","132","3012","150","4057","","611","611","611","","","","","","","NBFCBFAJ_00162","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P24518"
"group_7703","arfB","Peptidyl-tRNA hydrolase ArfB","1","1","1","132","3011","150","4058","","404","404","404","","","","","","","NBFCBFAJ_00163","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P40711"
"group_7704","susC_3","TonB-dependent receptor SusC","1","1","1","132","3010","150","4059","","2339","2339","2339","","","","","","","NBFCBFAJ_00164","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8A1G1"
"group_7705","","hypothetical protein","1","1","1","132","3009","150","4060","","179","179","179","","","","","","","NBFCBFAJ_00165","","ab initio prediction:Prodigal:2.6"
"group_7706","","hypothetical protein","1","1","1","132","3008","150","4061","","266","266","266","","","","","","","NBFCBFAJ_00166","","ab initio prediction:Prodigal:2.6"
"group_7707","glpE_1","Thiosulfate sulfurtransferase GlpE","1","1","1","132","3007","150","4062","","377","377","377","","","","","","","NBFCBFAJ_00167","","ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_01009"
"gloC","","Hydroxyacylglutathione hydrolase GloC","1","1","1","132","3006","150","4063","","1406","1406","1406","","","","","","","NBFCBFAJ_00168","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P75849"
"group_7709","","putative sulfate transporter","1","1","1","132","3005","150","4064","","1727","1727","1727","","","","","","","NBFCBFAJ_00169","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WGF7"
"group_7710","","hypothetical protein","1","1","1","132","3004","150","4065","","1313","1313","1313","","","","","","","NBFCBFAJ_00170","","ab initio prediction:Prodigal:2.6"
"group_7711","","hypothetical protein","1","1","1","132","1968","150","3984","","707","707","707","","","","","","","NBFCBFAJ_00172","","ab initio prediction:Prodigal:2.6"
"group_7712","","hypothetical protein","1","1","1","132","1969","150","3983","","164","164","164","","","","","","","NBFCBFAJ_00173","","ab initio prediction:Prodigal:2.6"
"group_7713","","hypothetical protein","1","1","1","132","1970","150","3982","","527","527","527","","","","","","","NBFCBFAJ_00174","","ab initio prediction:Prodigal:2.6"
"group_7714","hutU","Urocanate hydratase","1","1","1","132","1971","150","1070","","1994","1994","1994","","","","","","","NBFCBFAJ_00175","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9HU83"
"group_7715","benM","HTH-type transcriptional regulator BenM","1","1","1","132","1954","150","1076","","890","890","890","","","","","","","NBFCBFAJ_00177","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O68014"
"group_7716","","hypothetical protein","1","1","1","132","1953","150","1077","","323","323","323","","","","","","","NBFCBFAJ_00178","","ab initio prediction:Prodigal:2.6"
"group_7717","bcp_1","Putative peroxiredoxin bcp","1","1","1","132","1952","150","4067","","635","635","635","","","","","","","NBFCBFAJ_00180","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AE52"
"group_7718","","hypothetical protein","1","1","1","132","2738","150","4068","","374","374","374","","","","","","","NBFCBFAJ_00181","","ab initio prediction:Prodigal:2.6"
"group_7719","","hypothetical protein","1","1","1","132","2739","150","4069","","344","344","344","","","","","","","NBFCBFAJ_00182","","ab initio prediction:Prodigal:2.6"
"group_7720","","hypothetical protein","1","1","1","132","2740","150","4070","","371","371","371","","","","","","","NBFCBFAJ_00183","","ab initio prediction:Prodigal:2.6"
"group_7721","","hypothetical protein","1","1","1","132","2741","150","4071","","506","506","506","","","","","","","NBFCBFAJ_00184","","ab initio prediction:Prodigal:2.6"
"group_7722","sigG","ECF RNA polymerase sigma factor SigG","1","1","1","132","2742","150","4072","","482","482","482","","","","","","","NBFCBFAJ_00185","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WGG5"
"group_7723","","hypothetical protein","1","1","1","132","2743","150","4073","","617","617","617","","","","","","","NBFCBFAJ_00186","","ab initio prediction:Prodigal:2.6"
"recQ","","ATP-dependent DNA helicase RecQ","1","1","1","132","2744","150","4074","","2111","2111","2111","","","","","","","NBFCBFAJ_00187","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P15043"
"group_7725","","hypothetical protein","1","1","1","132","2736","150","3976","","1517","1517","1517","","","","","","","NBFCBFAJ_00190","","ab initio prediction:Prodigal:2.6"
"group_7726","","hypothetical protein","1","1","1","132","2737","150","3977","","545","545","545","","","","","","","NBFCBFAJ_00191","","ab initio prediction:Prodigal:2.6"
"group_7727","qrcC","Menaquinone reductase%2C iron-sulfur cluster-binding subunit","1","1","1","132","2727","150","3353","","3140","3140","3140","","","","","","","NBFCBFAJ_00194","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q72E85"
"group_7728","qrcA","Menaquinone reductase%2C multiheme cytochrome c subunit","1","1","1","132","2728","150","3352","","1289","1289","1289","","","","","","","NBFCBFAJ_00195","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0DOV3"
"group_7729","","hypothetical protein","1","1","1","132","2729","150","3961","","362","362","362","","","","","","","NBFCBFAJ_00196","","ab initio prediction:Prodigal:2.6"
"group_7730","","hypothetical protein","1","1","1","132","3485","150","3362","","509","509","509","","","","","","","NBFCBFAJ_00201","","ab initio prediction:Prodigal:2.6"
"group_7731","","hypothetical protein","1","1","1","132","3484","150","3361","","809","809","809","","","","","","","NBFCBFAJ_00202","","ab initio prediction:Prodigal:2.6"
"group_7732","","hypothetical protein","1","1","1","132","8576","150","3360","","842","842","842","","","","","","","NBFCBFAJ_00203","","ab initio prediction:Prodigal:2.6"
"group_7733","corC_1","Magnesium and cobalt efflux protein CorC","1","1","1","132","8577","150","3359","","1076","1076","1076","","","","","","","NBFCBFAJ_00204","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AE78"
"group_7734","susC_4","TonB-dependent receptor SusC","1","1","1","132","8578","150","3358","","2882","2882","2882","","","","","","","NBFCBFAJ_00205","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8A1G1"
"group_7735","","hypothetical protein","1","1","1","132","8579","150","3357","","731","731","731","","","","","","","NBFCBFAJ_00206","","ab initio prediction:Prodigal:2.6"
"group_7736","susC_5","TonB-dependent receptor SusC","1","1","1","132","8580","150","3356","","2678","2678","2678","","","","","","","NBFCBFAJ_00207","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8A1G1"
"group_7737","","hypothetical protein","1","1","1","132","8581","150","3355","","725","725","725","","","","","","","NBFCBFAJ_00208","","ab initio prediction:Prodigal:2.6"
"group_7738","","hypothetical protein","1","1","1","132","8582","150","3354","","662","662","662","","","","","","","NBFCBFAJ_00209","","ab initio prediction:Prodigal:2.6"
"group_7739","hflX","GTPase HflX","1","1","1","132","8583","150","3773","","1202","1202","1202","","","","","","","NBFCBFAJ_00210","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P25519"
"group_7740","","hypothetical protein","1","1","1","132","8584","150","3774","","362","362","362","","","","","","","NBFCBFAJ_00212","","ab initio prediction:Prodigal:2.6"
"group_7741","nqrE","Na(+)-translocating NADH-quinone reductase subunit E","1","1","1","132","8709","150","3790","","734","734","734","","","","","","","NBFCBFAJ_00215","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A5F5Y5"
"group_7742","nqrA","Na(+)-translocating NADH-quinone reductase subunit A","1","1","1","132","2720","150","684","","1352","1352","1352","","","","","","","NBFCBFAJ_00219","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A5F5X1"
"group_7743","","hypothetical protein","1","1","1","132","2719","150","685","","1220","1220","1220","","","","","","","NBFCBFAJ_00220","","ab initio prediction:Prodigal:2.6"
"group_7744","apaG","Protein ApaG","1","1","1","132","2718","150","686","","386","386","386","","","","","","","NBFCBFAJ_00221","","ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00791"
"group_7745","","hypothetical protein","1","1","1","132","2717","150","687","","1115","1115","1115","","","","","","","NBFCBFAJ_00222","","ab initio prediction:Prodigal:2.6"
"group_7746","","hypothetical protein","1","1","1","132","2716","150","688","","1367","1367","1367","","","","","","","NBFCBFAJ_00223","","ab initio prediction:Prodigal:2.6"
"group_7747","","hypothetical protein","1","1","1","132","2715","150","689","","1715","1715","1715","","","","","","","NBFCBFAJ_00224","","ab initio prediction:Prodigal:2.6"
"group_7748","","hypothetical protein","1","1","1","132","2714","150","690","","671","671","671","","","","","","","NBFCBFAJ_00225","","ab initio prediction:Prodigal:2.6"
"group_7749","","hypothetical protein","1","1","1","132","2713","150","691","","677","677","677","","","","","","","NBFCBFAJ_00226","","ab initio prediction:Prodigal:2.6"
"group_7750","infB","Translation initiation factor IF-2","1","1","1","132","2049","150","693","","2843","2843","2843","","","","","","","NBFCBFAJ_00228","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P04766"
"group_7751","rimP","Ribosome maturation factor RimP","1","1","1","132","2145","150","834","","500","500","500","","","","","","","NBFCBFAJ_00230","","ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_01077"
"nhaX","","Stress response protein NhaX","1","1","1","132","2146","150","833","","827","827","827","","","","","","","NBFCBFAJ_00231","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O07552"
"group_7753","","hypothetical protein","1","1","1","132","2147","150","832","","1040","1040","1040","","","","","","","NBFCBFAJ_00232","","ab initio prediction:Prodigal:2.6"
"group_7754","bshA","N-acetyl-alpha-D-glucosaminyl L-malate synthase","1","1","1","132","2148","150","831","","992","992","992","","","","","","","NBFCBFAJ_00233","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q81ST7"
"group_7755","","hypothetical protein","1","1","1","132","2149","150","830","","809","809","809","","","","","","","NBFCBFAJ_00234","","ab initio prediction:Prodigal:2.6"
"alr1","","Alanine racemase 1","1","1","1","132","8261","150","694","","1100","1100","1100","","","","","","","NBFCBFAJ_00236","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8RAK6"
"group_7757","","hypothetical protein","1","1","1","132","2153","150","632","","425","425","425","","","","","","","NBFCBFAJ_00239","","ab initio prediction:Prodigal:2.6"
"group_7758","recJ","Single-stranded-DNA-specific exonuclease RecJ","1","1","1","132","8229","150","631","","1685","1685","1685","","","","","","","NBFCBFAJ_00240","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P21893"
"group_7759","","hypothetical protein","1","1","1","132","8230","150","630","","344","344","344","","","","","","","NBFCBFAJ_00241","","ab initio prediction:Prodigal:2.6"
"group_7760","","hypothetical protein","1","1","1","132","8231","150","629","","1049","1049","1049","","","","","","","NBFCBFAJ_00242","","ab initio prediction:Prodigal:2.6"
"group_7761","","hypothetical protein","1","1","1","132","8232","150","628","","1100","1100","1100","","","","","","","NBFCBFAJ_00243","","ab initio prediction:Prodigal:2.6"
"group_7762","","hypothetical protein","1","1","1","132","8233","150","627","","2783","2783","2783","","","","","","","NBFCBFAJ_00244","","ab initio prediction:Prodigal:2.6"
"group_7763","","hypothetical protein","1","1","1","132","8234","150","626","","1964","1964","1964","","","","","","","NBFCBFAJ_00245","","ab initio prediction:Prodigal:2.6"
"group_7764","","hypothetical protein","1","1","1","132","8235","150","625","","884","884","884","","","","","","","NBFCBFAJ_00246","","ab initio prediction:Prodigal:2.6"
"group_7765","","hypothetical protein","1","1","1","132","8236","150","624","","1202","1202","1202","","","","","","","NBFCBFAJ_00247","","ab initio prediction:Prodigal:2.6"
"group_7766","tesB","Acyl-CoA thioesterase 2","1","1","1","132","8238","150","622","","866","866","866","","","","","","","NBFCBFAJ_00249","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AGG2"
"group_7767","","hypothetical protein","1","1","1","132","8239","150","621","","1190","1190","1190","","","","","","","NBFCBFAJ_00250","","ab initio prediction:Prodigal:2.6"
"group_7768","","hypothetical protein","1","1","1","132","8240","150","620","","959","959","959","","","","","","","NBFCBFAJ_00251","","ab initio prediction:Prodigal:2.6"
"group_7769","","Sugar transporter SemiSWEET","1","1","1","132","8241","150","619","","257","257","257","","","","","","","NBFCBFAJ_00252","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:B0SR19"
"group_777","","hypothetical protein","1","1","1","132","3771","150","5985","","8369","8369","8369","BIAFHNIK_00606","","","","","","","","ab initio prediction:Prodigal:2.6"
"group_7770","leuS","Leucine--tRNA ligase","1","1","1","132","8242","150","695","","3314","3314","3314","","","","","","","NBFCBFAJ_00253","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:B8ZKS5"
"group_7771","","hypothetical protein","1","1","1","132","8243","150","696","","542","542","542","","","","","","","NBFCBFAJ_00254","","ab initio prediction:Prodigal:2.6"
"group_7772","","hypothetical protein","1","1","1","132","8244","150","697","","1238","1238","1238","","","","","","","NBFCBFAJ_00255","","ab initio prediction:Prodigal:2.6"
"group_7773","btuB_2","Vitamin B12 transporter BtuB","1","1","1","132","8245","150","698","","2336","2336","2336","","","","","","","NBFCBFAJ_00256","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P06129"
"group_7774","","hypothetical protein","1","1","1","132","8246","150","699","","914","914","914","","","","","","","NBFCBFAJ_00257","","ab initio prediction:Prodigal:2.6"
"group_7775","ccp_1","Cytochrome c551 peroxidase","1","1","1","132","8247","150","700","","1037","1037","1037","","","","","","","NBFCBFAJ_00258","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P55929"
"group_7776","","hypothetical protein","1","1","1","132","8248","150","701","","800","800","800","","","","","","","NBFCBFAJ_00259","","ab initio prediction:Prodigal:2.6"
"group_7777","","hypothetical protein","1","1","1","132","8249","150","702","","326","326","326","","","","","","","NBFCBFAJ_00260","","ab initio prediction:Prodigal:2.6"
"group_7778","tyrS1","Tyrosine--tRNA ligase 1","1","1","1","132","8250","150","703","","1304","1304","1304","","","","","","","NBFCBFAJ_00261","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P22326"
"group_7779","","3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase","1","1","1","132","8251","150","704","","1001","1001","1001","","","","","","","NBFCBFAJ_00262","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WQP7"
"group_778","","hypothetical protein","1","1","1","132","2559","150","7809","","14690","14690","14690","BIAFHNIK_01742","","","","","","","","ab initio prediction:Prodigal:2.6"
"group_7780","","hypothetical protein","1","1","1","132","8252","150","705","","455","455","455","","","","","","","NBFCBFAJ_00263","","ab initio prediction:Prodigal:2.6"
"group_7781","ppm1","Polyprenol monophosphomannose synthase","1","1","1","132","8254","150","709","","722","722","722","","","","","","","NBFCBFAJ_00265","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A0QZ12"
"group_7782","","hypothetical protein","1","1","1","132","8253","150","708","","677","677","677","","","","","","","NBFCBFAJ_00266","","ab initio prediction:Prodigal:2.6"
"group_7783","cysP","Sulfate permease CysP","1","1","1","132","8228","150","5065","","995","995","995","","","","","","","NBFCBFAJ_00268","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O34734"
"group_7784","","hypothetical protein","1","1","1","132","8227","150","5064","","884","884","884","","","","","","","NBFCBFAJ_00269","","ab initio prediction:Prodigal:2.6"
"group_7785","","hypothetical protein","1","1","1","132","8226","150","5063","","1262","1262","1262","","","","","","","NBFCBFAJ_00270","","ab initio prediction:Prodigal:2.6"
"group_7786","","hypothetical protein","1","1","1","132","8225","150","5062","","995","995","995","","","","","","","NBFCBFAJ_00271","","ab initio prediction:Prodigal:2.6"
"group_7787","","hypothetical protein","1","1","1","132","8224","150","5061","","872","872","872","","","","","","","NBFCBFAJ_00272","","ab initio prediction:Prodigal:2.6"
"group_7788","nasB","Assimilatory nitrate reductase electron transfer subunit","1","1","1","132","8223","150","5060","","1343","1343","1343","","","","","","","NBFCBFAJ_00273","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42433"
"group_7789","yccM","Putative electron transport protein YccM","1","1","1","132","8222","150","5059","","1604","1604","1604","","","","","","","NBFCBFAJ_00274","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P52636"
"group_779","","hypothetical protein","1","1","1","132","3762","150","5976","","245","245","245","BIAFHNIK_00616","","","","","","","","ab initio prediction:Prodigal:2.6"
"group_7790","","hypothetical protein","1","1","1","132","8221","150","5058","","500","500","500","","","","","","","NBFCBFAJ_00275","","ab initio prediction:Prodigal:2.6"
"group_7791","","putative glycosyltransferase","1","1","1","132","8220","150","5057","","692","692","692","","","","","","","NBFCBFAJ_00276","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMY1"
"group_7792","","Beta-monoglucosyldiacylglycerol synthase","1","1","1","132","8219","150","5056","","1490","1490","1490","","","","","","","NBFCBFAJ_00277","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8YMK0"
"group_7793","","hypothetical protein","1","1","1","132","8218","150","5055","","1379","1379","1379","","","","","","","NBFCBFAJ_00278","","ab initio prediction:Prodigal:2.6"
"group_7794","wbpD","UDP-2-acetamido-3-amino-2%2C3-dideoxy-D-glucuronate N-acetyltransferase","1","1","1","132","8217","150","5054","","581","581","581","","","","","","","NBFCBFAJ_00279","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:G3XD01"
"group_7795","","hypothetical protein","1","1","1","132","8216","150","5102","","746","746","746","","","","","","","NBFCBFAJ_00280","","ab initio prediction:Prodigal:2.6"
"group_7796","","hypothetical protein","1","1","1","132","6874","150","5110","","7142","7142","7142","","","","","","","NBFCBFAJ_00283","","ab initio prediction:Prodigal:2.6"
"group_7797","ruvA","Holliday junction ATP-dependent DNA helicase RuvA","1","1","1","132","6875","150","5109","","581","581","581","","","","","","","NBFCBFAJ_00284","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A809"
"group_7798","aer_1","Aerotaxis receptor","1","1","1","132","6906","150","4416","","611","611","611","","","","","","","NBFCBFAJ_00286","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P50466"
"aer_2","","Aerotaxis receptor","1","1","1","132","6905","150","4417","","611","611","611","","","","","","","NBFCBFAJ_00287","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P50466"
"group_780","","hypothetical protein","1","1","1","132","7107","150","4736","","245","245","245","BIAFHNIK_01051","","","","","","","","ab initio prediction:Prodigal:2.6"
"group_7800","","hypothetical protein","1","1","1","132","6904","150","4418","","2588","2588","2588","","","","","","","NBFCBFAJ_00288","","ab initio prediction:Prodigal:2.6"
"group_7801","","hypothetical protein","1","1","1","132","6903","150","4419","","2420","2420","2420","","","","","","","NBFCBFAJ_00289","","ab initio prediction:Prodigal:2.6"
"group_7802","moaD","Molybdopterin synthase sulfur carrier subunit","1","1","1","132","6902","150","4420","","242","242","242","","","","","","","NBFCBFAJ_00290","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q7A441"
"group_7803","","hypothetical protein","1","1","1","132","6901","150","4421","","2663","2663","2663","","","","","","","NBFCBFAJ_00291","","ab initio prediction:Prodigal:2.6"
"group_7804","","hypothetical protein","1","1","1","132","6900","150","4422","","695","695","695","","","","","","","NBFCBFAJ_00292","","ab initio prediction:Prodigal:2.6"
"group_7805","","hypothetical protein","1","1","1","132","6899","150","4423","","197","197","197","","","","","","","NBFCBFAJ_00293","","ab initio prediction:Prodigal:2.6"
